name,facebook,twitter,website,genre,mtv
 The Jets ,http://www.facebook.com/115101075207438,http://www.twitter.com/screamingjets,,Soul,http://www.mtv.com/artists/the-jets/biography
 Third Eye Blind ,http://www.facebook.com/34254940936,http://www.twitter.com/3eb,http://www.3eb.com,Alternative,http://www.mtv.com/artists/third-eye-blind/biography
 Three Days Grace ,http://www.facebook.com/6599991950,http://www.twitter.com/threedaysgrace,http://www.threedaysgrace.ca/,Alternative,http://www.mtv.com/artists/three-days-grace/biography
 Tom T. Hall ,http://www.facebook.com/109168560342,,,Country,http://www.cmt.com/artists/tom-t-hall/biography
 Will Smith ,http://www.facebook.com/92304305160,http://www.twitter.com/willsmithnews,http://www.willsmith.com/,Hip-Hop/Rap,http://www.mtv.com/artists/will-smith/biography
 Futuristic ,http://www.facebook.com/139204706123635,http://twitter.com/OnlyFuturistic,http://www.onlyfuturistic.com,Hip-Hop/Rap,http://www.mtv.com/artists/futuristic/biography
 Krewella ,http://www.facebook.com/119829931409738,http://www.twitter.com/krewella,http://www.krewella.net/,Electronic,http://www.mtv.com/artists/krewella/biography
 Andy Grammer ,http://www.facebook.com/298292742867,http://www.twitter.com/andygrammer,http://www.andygrammer.com/,Pop,http://www.mtv.com/artists/andy-grammer/biography
 RaeLynn ,http://www.facebook.com/321320851243539,http://www.twitter.com/raelynnofficial,http://www.raelynnofficial.net,Contemporary Country,http://www.mtv.com/artists/raelynn/biography
 MTV Philippines ,,,,,http://www.mtv.com/artists/mtv-philippines/biography
 T-Ferg ,,http://twitter.com/itsferg,http://www.itsferg.com/,Hip-Hop/Rap,http://www.mtv.com/artists/t-ferg/biography
 TheRealConfidence ,,http://twitter.com/RealConfidence_,http://www.therealconfidence.com,Rap,http://www.mtv.com/artists/therealconfidence/biography
 Damien Escobar ,http://www.facebook.com/dameesco,http://www.twitter.com/dameesco,http://www.dameesco.com,Hip-Hop,http://www.mtv.com/artists/damien-escobar/biography
 Zara Larsson ,,,,,http://www.mtv.com/artists/zara-larsson/biography
 A Flock of Seagulls ,http://www.facebook.com/89478242727,,,Rock,http://www.mtv.com/artists/a-flock-of-seagulls/biography
 Ace Hood ,http://www.facebook.com/211661745673637,http://www.twitter.com/acehood,http://acehood-online.com/,Hip-Hop/Rap,http://www.mtv.com/artists/ace-hood/biography
 Armin van Buuren ,http://www.facebook.com/25498833315,http://www.twitter.com/arminvanbuuren,http://www.arminvanbuuren.com/,Trance,http://www.mtv.com/artists/armin-van-buuren/biography
 Ashley Gearing ,http://www.facebook.com/5503044908,http://www.twitter.com/ashleygearing,,Country,http://www.cmt.com/artists/ashley-gearing/biography
 Audioslave ,http://www.facebook.com/165985866829751,,http://www.audioslave.com/,Alternative,http://www.mtv.com/artists/audioslave/biography
 Bill Anderson ,,,,,http://www.cmt.com/artists/bill-anderson-4/biography
 Cameo ,http://www.facebook.com/497548953600965,,,Soul,http://www.mtv.com/artists/cameo/biography
 Brian McKnight ,http://www.facebook.com/5360479378,http://www.twitter.com/itsbmcknight,http://www.brian-mcknight.com/,R&B/Soul,http://www.mtv.com/artists/brian-mcknight/biography
 Bruce Springsteen ,http://www.facebook.com/7401700249,http://www.twitter.com/springsteen,http://www.sonymusicdigital.com/bruce-springsteen-the-promise/pages/5634215/,Rock,http://www.mtv.com/artists/bruce-springsteen/biography
 Busy Signal ,http://www.facebook.com/17628088087,http://www.twitter.com/busysignal_turf,,Dancehall,http://www.mtv.com/artists/busy-signal/biography
 Charlie Robison ,http://www.facebook.com/29140058960,http://www.twitter.com/charlierobison,http://charlierobison.com,Country,http://www.cmt.com/artists/charlie-robison/biography
 Chris Stapleton ,http://www.facebook.com/348312871897425,http://www.twitter.com/chrisstapleton,http://www.chrisstapleton.com,Country,http://www.cmt.com/artists/chris-stapleton/biography
 Christopher Wayne Morris ,,,,,http://www.cmt.com/artists/christopher-wayne-morris/biography
 Christina Perri ,http://www.facebook.com/335821472770,http://www.twitter.com/christinaperri,http://christinaperri.com ,Pop/Rock,http://www.mtv.com/artists/christina-perri/biography
 Corey Smith ,http://www.facebook.com/coreysmithmusic,http://twitter.com/coreysmithmusic,http://www.coreysmith.com,Alternative Country,http://www.cmt.com/artists/corey-smith/biography
 Dashboard Confessional ,http://www.facebook.com/115202785264,http://www.twitter.com/chriscarrabba,http://dashboardconfessional.com,Rock,http://www.mtv.com/artists/dashboard-confessional/biography
 Dean Miller ,,,,Contemporary Country,http://www.cmt.com/artists/dean-miller/biography
" Destiny's Child ",http://www.facebook.com/269226233191139,http://www.twitter.com/destinyschild,http://www.destinyschild.com/,R&B/Soul,http://www.mtv.com/artists/destinys-child/biography
 Dionne Warwick ,http://www.facebook.com/264810407016633,http://www.twitter.com/_dionnewarwick,http://www.dionnewarwick.info/,Soul,http://www.mtv.com/artists/dionne-warwick/biography
 Elton John ,http://www.facebook.com/142246372471145,https://twitter.com/eltonjohndotcom,http://www.eltonjohn.com/,Pop/Rock,http://www.mtv.com/artists/elton-john/biography
 Enya ,http://www.facebook.com/22450120087,http://www.twitter.com/Enya,,World,http://www.mtv.com/artists/enya/biography
 Five Finger Death Punch ,http://www.facebook.com/19098264144,http://www.twitter.com/ffdp,http://www.fivefingerdeathpunch.com,Metal,http://www.mtv.com/artists/five-finger-death-punch/biography
" Girls' Generation ",http://www.facebook.com/216732611680045,http://www.twitter.com/girlsgeneration,,Rock,http://www.mtv.com/artists/girls-generation/biography
 Gucci Mane ,http://www.facebook.com/122044727596,http://www.twitter.com/gucci1017,,Hip-Hop/Rap,http://www.mtv.com/artists/gucci-mane/biography
 Holly Williams ,http://www.facebook.com/46089977356,http://www.twitter.com/hollywilliams1,http://www.hollywilliams.com/,Americana,http://www.cmt.com/artists/holly-williams/biography
 James Otto ,http://www.facebook.com/6986486414,http://www.twitter.com/jamesotto,http://www.jamesott.net,Contemporary Country,http://www.cmt.com/artists/james-otto/biography
 John Denver ,http://www.facebook.com/57971928690,http://www.twitter.com/johndenvermusic,http://johndenver.com/,Singer/Songwriter,http://www.mtv.com/artists/john-denver/biography
 Kate Ryan ,http://www.facebook.com/352320928572,http://www.twitter.com/http://www.kateryan.be,http://www.kateryan.be,Dance,http://www.mtv.com/artists/kate-ryan/biography
 K-Ci & JoJo ,,,http://www.kciandjojo.com/,R&B/Soul,http://www.mtv.com/artists/k-ci-jojo/biography
 Kiss ,http://www.facebook.com/64075031411,http://www.twitter.com/kissonline,http://www.kissonline.com/,Rock,http://www.mtv.com/artists/kiss/biography
 Lalah Hathaway ,http://www.facebook.com/41180089799,http://www.twitter.com/lalahhathaway,http://www.lalahhathaway.com/,R&B,http://www.mtv.com/artists/lalah-hathaway/biography
 Led Zeppelin ,http://www.facebook.com/131572223581891,http://www.twitter.com/ledzeppelin,http://www.ledzeppelin.com/,Rock,http://www.mtv.com/artists/led-zeppelin/biography
 Michael Bublé ,http://www.facebook.com/9053564156,http://www.twitter.com/michaelbuble,http://www.michaelbuble.com/splash,Easy Listening,http://www.mtv.com/artists/michael-buble/biography
 Nelly Furtado ,http://www.facebook.com/6675816441,http://www.twitter.com/nellyfurtado,http://www.nellyfurtado.com/,Pop,http://www.mtv.com/artists/nelly-furtado/biography
 Nipsey Hussle ,http://www.facebook.com/10023188844,http://www.twitter.com/nipseyhussle,,Hip-Hop,http://www.mtv.com/artists/nipsey-hussle/biography
 Pusha T ,http://www.facebook.com/414820971884598,http://www.twitter.com/pusha_t,http://pusha-t.com/,Hip-Hop/Rap,http://www.mtv.com/artists/pusha-t/biography
 Rachel Potter ,http://www.facebook.com/180479275735,http://www.twitter.com/http://rachelpottermusic.com,http://rachelpottermusic.com,Contemporary Country,http://www.cmt.com/artists/rachel-potter/biography
 Ray Stevens ,http://www.facebook.com/99557674870,http://www.twitter.com/raystevensmusic,,Country,http://www.cmt.com/artists/ray-stevens/biography
 Raheem DeVaughn ,http://www.facebook.com/11941296054,http://www.twitter.com/raheem_devaughn,http://www.raheemdevaughn.com,R&B/Soul,http://www.mtv.com/artists/raheem-devaughn/biography
 Rhonda Vincent ,http://www.facebook.com/232955536482,http://www.twitter.com/rhondavincent,http://www.rhondavincent.com,Country,http://www.cmt.com/artists/rhonda-vincent/biography
 Robert Plant ,http://www.facebook.com/116206108413908,http://www.twitter.com/robertplant,http://www.robertplant.com,Rock,http://www.mtv.com/artists/robert-plant/biography
 Secondhand Serenade ,http://www.facebook.com/5681198769,http://www.twitter.com/secondhandjohn,,Alternative,http://www.mtv.com/artists/secondhand-serenade/biography
 Siakol ,,,,,http://www.mtv.com/artists/siakol/biography
 Shooter Jennings ,http://www.facebook.com/233811773459,http://www.twitter.com/shooterjennings,,Country,http://www.cmt.com/artists/shooter-jennings/biography
 Shinedown ,http://www.facebook.com/20415872588,http://www.twitter.com/shinedown,http://shinedown.com,Rock,http://www.mtv.com/artists/shinedown/biography
 Smokey Robinson ,http://www.facebook.com/75393921550,http://www.twitter.com/smokey_robinson,http://www.smokeyrobinson.net/,R&B/Soul,http://www.mtv.com/artists/smokey-robinson/biography
 Superman Is Dead ,,,,,http://www.mtv.com/artists/superman-is-dead/biography
 Terri Clark ,http://www.facebook.com/29306271490,http://www.twitter.com/terriclarkmusic,http://www.TerriClark.com,Country,http://www.mtv.com/artists/terri-clark/biography
 The Grascals ,http://www.facebook.com/58204829403,http://www.twitter.com/thegrascals,http://grascals.com/,Bluegrass,http://www.cmt.com/artists/the-grascals/biography
 Yo Gotti ,http://www.facebook.com/56801736013,http://www.twitter.com/yogottikom,,Hip-Hop/Rap,http://www.mtv.com/artists/yo-gotti/biography
 Yanni ,http://www.facebook.com/136007876429612,http://www.twitter.com/yanni,,Pop,http://www.mtv.com/artists/yanni/biography
 Tamar Braxton ,http://www.facebook.com/239361709429372,http://www.twitter.com/tamarbraxtonher,http://www.tamarbraxton.com,Contemporary R&B,http://www.mtv.com/artists/tamar-braxton/biography
 Mike Myers ,,,,,http://www.mtv.com/artists/mike-myers-6/biography
 RACING SONGS ,,http://twitter.com/RACING_SONGS,http://RACING-SONGS.com,Country,http://www.cmt.com/artists/racing-songs/biography
 Mary Lambert ,http://www.facebook.com/129174633834840,http://www.twitter.com/marylambertsing,,Pop,http://www.mtv.com/artists/mary-lambert/biography
 BANKS ,http://www.facebook.com/hernameisbanks,http://twitter.com/hernameisbanks,http://hernameisbanks.com,Alternative,http://www.mtv.com/artists/banks/biography
 Zack Knight ,http://www.facebook.com/122129324522178,http://twitter.com/iamzackknight,http://www.iamzackknight.com,Contemporary R&B,http://www.mtv.com/artists/zack-knight/biography
 Curtis Braly ,,http://www.twitter.com/curtisbraly,http://www.curtisbraly.com,Contemporary Country,http://www.cmt.com/artists/curtis-braly/biography
 Lacy Cavalier ,http://www.facebook.com/207192112,http://www.twitter.com/LacyCavalier,http://www.lacycavaliermusic.com,Country,http://www.cmt.com/artists/lacy-cavalier/biography
 Chase Bryant ,http://www.facebook.com/589230474455753,http://www.twitter.com/chasebryant,http://www.chasebryant.com,Country,http://www.cmt.com/artists/chase-bryant/biography
 Karen Waldrup ,http://www.facebook.com/karenwaldrup,http://www.twitter.com/karenwaldrup,http://www.karenwaldrup.com,Country,http://www.cmt.com/artists/karen-waldrup/biography
 BigDawg Chino ,https://www.facebook.com/bigdawg.chino.7,http://www.twitter.com/BigDawG_Chino,,Hip-Hop/Rap,http://www.mtv.com/artists/bigdawg-chino/biography
 Bank Notes ,http://www.facebook.com/2946623301,http://www.twitter.com/banknotezz,http://reverbnation.com/notez1,Hip-Hop/Rap,http://www.mtv.com/artists/bank-note24/biography
 After 7 ,http://www.facebook.com/113714392015915,,,R&B/Soul,http://www.mtv.com/artists/after-7/biography
 Amerie ,http://www.facebook.com/itsmeamerie,http://www.twitter.com/itsameriie,http://amerie.net/,R&B/Soul,http://www.mtv.com/artists/amerie/biography
 Angelic Gospel Singers ,,,,,http://www.mtv.com/artists/angelic-gospel-singers/biography
 Banda Los Recoditos ,http://www.facebook.com/318993004895,http://www.twitter.com/bandarecoditoss,,Latin,http://www.mtv.com/artists/banda-los-recoditos/biography
 Billy Dean ,,,http://www.billydean.com/,Country,http://www.cmt.com/artists/billy-dean/biography
 Black Sabbath ,http://www.facebook.com/56848544614,http://www.twitter.com/blacksabbath,http://www.blacksabbath.com/,Metal,http://www.mtv.com/artists/black-sabbath/biography
 Boys Like Girls ,http://www.facebook.com/5136344181,http://www.twitter.com/boyslikegirls,http://www.boyslikegirls.com/us/home,Rock,http://www.mtv.com/artists/boys-like-girls/biography
 BTS Chitlom ,,,,,http://www.mtv.com/artists/bts-chitlom-1/biography
 Canvas ,,,,,http://www.mtv.com/artists/canvas-2/biography
 R. City ,,,,Hip-Hop,http://www.mtv.com/artists/r-city/biography
,,,http://www.cdeb.com/,Rock,http://www.mtv.com/artists/chris-de-burgh/biography
,http://www.facebook.com/codysimpsonmusic,http://www.twitter.com/http://www.codysimpson.com,http://codysimpson.com ,Pop,http://www.mtv.com/artists/cody-simpson/biography
 Connie Smith ,http://www.facebook.com/222648144421760,http://www.twitter.com/tvconnie,,Country,http://www.cmt.com/artists/connie-smith/biography
 Duffy ,http://www.facebook.com/14799791139,,http://www.iamduffy.com/,Rock,http://www.mtv.com/artists/duffy/biography
 George Michael ,http://www.facebook.com/11546961094,http://www.twitter.com/georgemichael,http://www.georgemichael.com/,Pop/Rock,http://www.mtv.com/artists/george-michael/biography
" Gigi D'Agostino ",,,,Electronic/Dance,http://www.mtv.com/artists/gigi-dagostino/biography
,http://www.facebook.com/6041887965,http://www.twitter.com/googoodolls,http://googoodolls.com,Alternative,http://www.mtv.com/artists/goo-goo-dolls/biography
" Harry Connick, Sr. ",,,,,http://www.mtv.com/artists/harry-connick-sr/biography
 Inna ,,,,Rock,http://www.mtv.com/artists/inna-00/biography
 The Jackson 5 ,,,,R&B/Soul,http://www.mtv.com/artists/the-jackson-5-1/biography
,,,,,http://www.mtv.com/artists/iron-maiden/biography
,,,,,http://www.mtv.com/artists/juvenile/biography
 Keith Sweat ,,,,R&B/Soul,http://www.mtv.com/artists/keith-sweat/biography
 Kelleigh Bannen ,http://www.facebook.com/21113350402,http://www.twitter.com/kelleighbannen,http://www.kelleighbannen.com,Contemporary Country,http://www.cmt.com/artists/kelleigh-bannen/biography
 Korn ,http://www.facebook.com/21230560760,http://www.twitter.com/korn,http://www.korn.com,Alternative,http://www.mtv.com/artists/korn/biography
 Lata Mangeshkar ,http://www.facebook.com/118226371539373,http://www.twitter.com/mangeshkarlata,,World/Reggae,http://www.mtv.com/artists/lata-mangeshkar/biography
 Lena Meyer-Landrut ,,,,,http://www.mtv.com/artists/lena-meyer-landrut/biography
 Lykke Li ,http://www.facebook.com/15731372198,http://www.twitter.com/lykkeli,http://www.lykkeli.com,Pop/Rock,http://www.mtv.com/artists/lykke-li/biography
 Martin Solveig ,http://www.facebook.com/27588115472,http://www.twitter.com/martinsolveig,,Electronic/Dance,http://www.mtv.com/artists/martin-solveig/biography
 MAX ,http://www.facebook.com/max,http://www.twitter.com/http://Maxschneider.com,http://saymaxohhh.com,Pop/Rock,http://www.mtv.com/artists/max/biography
 Molly Felder ,,,,,http://www.mtv.com/artists/molly-felder/biography
 Natasha Bedingfield ,http://www.facebook.com/7373504254,http://www.twitter.com/natashabdnfield,http://www.natashabedingfield.com,Pop,http://www.mtv.com/artists/natasha-bedingfield/biography
 Nikki Lane ,http://www.facebook.com/pages/Nikki-Lane/102575938947,http://twitter.com/nikkilane77,http://nikkilane.com/,Outlaw Country,http://www.cmt.com/artists/nikki-lane/biography
 New Edition ,,,,College Rock,http://www.mtv.com/artists/new-edition/biography
 One Way ,http://www.facebook.com/pages/One-way/58075000409,,,Soul,http://www.mtv.com/artists/one-way/biography
 N.W.A ,http://www.facebook.com/113603475316612,,,Hip-Hop/Rap,http://www.mtv.com/artists/nwa/biography
,,,,,http://www.mtv.com/artists/phil-collins/biography
 Phil Vassar ,http://www.facebook.com/5699672700,http://www.twitter.com/philvassar,http://www.philvassar.com,Country,http://www.cmt.com/artists/phil-vassar/biography
 Rammstein ,http://www.facebook.com/22330837712,http://www.twitter.com/rsprachrohr,http://www.Rammstein.com/,Rock,http://www.mtv.com/artists/rammstein/biography
 Randy Boone ,,,,,http://www.cmt.com/artists/randy-boone/biography
 Richard Marx ,http://www.facebook.com/170148395554,http://www.twitter.com/richardmarx,http://www.richardmarx.com,Adult Contemporary,http://www.mtv.com/artists/richard-marx/biography
 Romeo Santos ,http://www.facebook.com/117414898335812,http://www.twitter.com/romeosantospage,,Latin,http://www.mtv.com/artists/romeo-santos/biography
 Ryan Adams ,http://www.facebook.com/6943041430,http://www.twitter.com/theryanadams,http://www.paxamrecords.com,Alternative Country,http://www.cmt.com/artists/ryan-adams/biography
 Silverchair ,http://www.facebook.com/20391908440,,http://www.chairpage.com/,Rock,http://www.mtv.com/artists/silverchair/biography
 Sonu Nigam ,,,,,http://www.mtv.com/artists/sonu-nigam/biography
 Styx ,http://www.facebook.com/88776204129,http://www.twitter.com/styxtheband,http://www.styxworld.com/,Alternative,http://www.mtv.com/artists/styx/biography
 Suzanne Conroy ,,,,,http://www.mtv.com/artists/suzanne-conroy/biography
 Take That ,http://www.facebook.com/5812494989,http://www.twitter.com/takethat,,Pop,http://www.mtv.com/artists/take-that/biography
 The Big F ,,,,Rock,http://www.mtv.com/artists/the-big-f/biography
 The Wanted ,http://www.facebook.com/295172174274,http://www.twitter.com/thewanted,http://www.thewantedmusic.com,Pop,http://www.mtv.com/artists/the-wanted/biography
 Tracy Byrd ,http://www.facebook.com/224234341031356,,http://www.tracybyrd.com/,Country,http://www.cmt.com/artists/tracy-byrd/biography
 Turnpike Troubadours ,http://www.facebook.com/118890786303,http://www.twitter.com/tptroubadours,,Country,http://www.cmt.com/artists/turnpike-troubadours/biography
 Vicente Fernández ,http://www.facebook.com/161829897161822,http://www.twitter.com/_vicentefdez,,World/International,http://www.mtv.com/artists/vicente-fernandez/biography
 Wham! ,http://www.facebook.com/75889690752,,,Pop,http://www.mtv.com/artists/wham/biography
 Vybz Kartel ,http://www.facebook.com/168621784942,http://www.twitter.com/vybz_kartel,,World/Reggae,http://www.mtv.com/artists/vybz-kartel/biography
 Wisin Y Yandel ,http://www.facebook.com/15186429446,http://www.twitter.com/wisinyyandel,,Latin,http://www.mtv.com/artists/wisin-y-yandel/biography
 Z-Ro ,http://www.facebook.com/109748175709824,,,Hip-Hop,http://www.mtv.com/artists/z-ro/biography
 Dev ,,,,Pop,http://www.mtv.com/artists/dev/biography
 Cinderella ,http://www.facebook.com/214796565287087,http://www.twitter.com/cinderellanet,http://www.cinderella.net/,Rock,http://www.mtv.com/artists/cinderella/biography
 The 1975 ,http://www.facebook.com/365648163464988,http://www.twitter.com/the1975,http://the1975.com,Indie Rock,http://www.mtv.com/artists/the-1975/biography
 Tom Odell ,http://www.facebook.com/213305495367901,http://www.twitter.com/tompeterodell,http://www.tomodell.com/us/home,Alternative,http://www.mtv.com/artists/tom-odell/biography
 Sundy Best ,http://www.facebook.com/136487073040046,http://twitter.com/SundyBest,http://www.sundybest.net,Country,http://www.cmt.com/artists/sundy-best/biography
 Keith Walker ,http://www.facebook.com/332326102106,http://www.twitter.com/http://www.keithwalker.net,http://www.keithwalker.net,Contemporary Country,http://www.cmt.com/artists/keith-walker/biography
 Kathleen Regan ,http://www.twitter.com/https://www.facebook.com/KathleenReganMusic,http://www.twitter.com/https://www.facebook.com/KathleenReganMusic,,Contemporary Country,http://www.cmt.com/artists/kathleen-regan/biography
 Ella Henderson ,http://www.facebook.com/EllaHendersonMusic,,,Rock,http://www.mtv.com/artists/ella-henderson/biography
 Silento ,,,,,http://www.mtv.com/artists/silento/biography
 Hailee Steinfeld ,,,,Pop,http://www.mtv.com/artists/hailee-steinfeld/biography
 a-ha ,,,http://a-ha.com/,Rock,http://www.mtv.com/artists/a-ha/biography
 Bantam ,,,,,http://www.mtv.com/artists/bantam/biography
 Aaron Watson ,http://www.facebook.com/11573344701,http://www.twitter.com/aaron_watson,http://www.aaronwatson.com,Country,http://www.cmt.com/artists/aaron-watson/biography
 Ashley McBryde ,,,,,http://www.cmt.com/artists/ashley-mcbryde/biography
 Azealia Banks ,http://www.facebook.com/113818888722802,http://www.twitter.com/azealiabanks,http://www.azealiabanks.com,Rap,http://www.mtv.com/artists/azealia-banks/biography
 Beenie Man ,http://www.facebook.com/109513232407475,,http://www.djblackcooli.co.uk,Dancehall,http://www.mtv.com/artists/beenie-man/biography
 Barry White ,http://www.facebook.com/131145939604,http://www.twitter.com/realbarrywhite,,Soul,http://www.mtv.com/artists/barry-white/biography
 Bilal ,http://www.facebook.com/322680454431565,http://www.twitter.com/bilal,http://www.bilalmusic.com,Soul,http://www.mtv.com/artists/bilal/biography
 Bob Seger ,http://www.facebook.com/21454949640,http://www.twitter.com/bobseger,http://hollywoodandvine.com/bobseger/index.shtml,Rock,http://www.mtv.com/artists/bob-seger/biography
 Bobby Bare ,http://www.facebook.com/122362564452032,http://www.twitter.com/bobbybarejrdoc,http://www.bobbybare.net/,Country,http://www.cmt.com/artists/bobby-bare/biography
 Breaking Benjamin ,http://www.facebook.com/5697393167,http://www.twitter.com/breakingbenj,,Rock,http://www.mtv.com/artists/breaking-benjamin/biography
 Buckethead ,http://www.facebook.com/109580269061850,http://www.twitter.com/bucketheadarmy,,Rock,http://www.mtv.com/artists/buckethead/biography
 Bubba Sparxxx ,http://www.facebook.com/235415653242611,http://www.twitter.com/therealbubbak,,Country,http://www.cmt.com/artists/bubba-sparxxx/biography
 Caitlyn Smith ,,http://www.twitter.com/caitlynsmith,http://www.caitlynsmith.com,Country,http://www.cmt.com/artists/caitlyn-smith/biography
 Cher ,http://www.facebook.com/112915798740840,http://www.twitter.com/cher,http://cher.com/,Pop,http://www.mtv.com/artists/cher/biography
 Collin Raye ,http://www.facebook.com/collinraye,,http://www.collinraye.com/,Country,http://www.cmt.com/artists/collin-raye/biography
 Cobra Starship ,http://www.facebook.com/8297841100,http://www.twitter.com/cobrastarship,http://www.cobrastarship.com,Alternative,http://www.mtv.com/artists/cobra-starship/biography
 Daft Punk ,http://www.facebook.com/22476490672,http://www.twitter.com/daftpunk,http://randomaccessmemories.com,Dance,http://www.mtv.com/artists/daft-punk/biography
 Diplo ,http://www.facebook.com/28071939336,http://www.twitter.com/diplo,http://diplo.com/,Dance,http://www.mtv.com/artists/diplo/biography
 E.M.S ,http://www.facebook.com/420468668025559,http://www.twitter.com/iam_e_m_s,,Hip-Hop/Rap,http://www.mtv.com/artists/ems/biography
 Emily West ,http://www.facebook.com/6287874070,http://www.twitter.com/emilywestmusic,,Country,http://www.cmt.com/artists/emily-west/biography
 Fantasia ,http://www.facebook.com/357870576152,http://www.twitter.com/tasiasword,http://www.fantasiaofficial.com/,R&B/Soul,http://www.mtv.com/artists/fantasia/biography
 Fergie ,http://www.facebook.com/5645523675,http://www.twitter.com/fergie,http://fergie.blackeyedpeas.com/,Electronic/Dance,http://www.mtv.com/artists/fergie/biography
 Foxes ,http://www.facebook.com/133239136774183,http://www.twitter.com/iamfoxes,,Rock,http://www.mtv.com/artists/foxes/biography
 Frankie Ballard ,http://www.facebook.com/67931816085,http://www.twitter.com/frankieballard,http://www.frankieballard.com,Country,http://www.cmt.com/artists/frankie-ballard/biography
 fun. ,http://www.facebook.com/31508205711,http://www.twitter.com/ournameisfun,http://www.ournameisfun.com,Alternative,http://www.mtv.com/artists/fun/biography
 The Gibson Brothers ,,,http://www.gibsonbrothers.com/,Bluegrass,http://www.cmt.com/artists/the-gibson-brothers/biography
 Grandmaster Caz ,,,,Hip-Hop,http://www.mtv.com/artists/grandmaster-caz/biography
 Hedley ,http://www.facebook.com/6496593906,http://www.twitter.com/hedleyonline,,Rock,http://www.mtv.com/artists/hedley/biography
 Himesh Reshammiya ,,,,,http://www.mtv.com/artists/himesh-reshammiya/biography
 Himesh Reshammiya ,,,,,http://www.mtv.com/artists/himesh-reshammiya-00/biography
 Hilary Duff ,http://www.facebook.com/19987834992,http://www.twitter.com/hilaryduff,http://hilaryduff.com/,Pop,http://www.mtv.com/artists/hilary-duff/biography
 James Morrison ,http://www.facebook.com/6134209286,http://www.twitter.com/jamesmorrisonok,,Singer/Songwriter,http://www.mtv.com/artists/james-morrison/biography
 Jenni Rivera ,http://www.facebook.com/22511018923,http://www.twitter.com/jennirivera,,Singer/Songwriter,http://www.mtv.com/artists/jenni-rivera/biography
 Joe Thomas ,http://www.facebook.com/133359070185633,http://www.twitter.com/joethomas4real,http://www.kedar.com/,R&B/Soul,http://www.mtv.com/artists/joe-thomas/biography
 Jessica Andrews ,http://www.facebook.com/33148687562,,http://www.JessicaAndrews.com/,Country,http://www.cmt.com/artists/jessica-andrews/biography
 Jessie Ware ,http://www.facebook.com/153128401409092,http://www.twitter.com/jessieware,http://jessieware.com/,Pop,http://www.mtv.com/artists/jessie-ware/biography
 Jethro Tull ,http://www.facebook.com/155624494454309,http://www.twitter.com/jethrotull,http://www.j-tull.com/,Rock,http://www.mtv.com/artists/jethro-tull/biography
 Jimmy Wayne ,http://www.facebook.com/jimmywayne,http://twitter.com/JimmyWayne,,Country,http://www.cmt.com/artists/jimmy-wayne/biography
 John Conlee ,,,http://www.johnconlee.com,Country,http://www.cmt.com/artists/john-conlee/biography
 Juicy J ,http://www.facebook.com/142029109274703,http://www.twitter.com/therealjuicyj,http://therealjuicyj.com,Hip-Hop/Rap,http://www.mtv.com/artists/juicy-j/biography
 K-Pop ,,,,,http://www.mtv.com/artists/k-pop/biography
 Keith Whitley ,,,,Country,http://www.cmt.com/artists/keith-whitley/biography
,,,,,http://www.mtv.com/artists/lecrae/biography
 Leona Lewis ,http://www.facebook.com/7877857618,http://www.twitter.com/leonalewis,http://www.leonalewismusic.co.uk/index.php/index,Rock,http://www.mtv.com/artists/leona-lewis/biography
 Lyle Lovett ,http://www.facebook.com/7112046086,http://www.twitter.com/lylelovett,http://lylelovett.com/,Country,http://www.cmt.com/artists/lyle-lovett/biography
 Mandy Barnett ,,,http://www.MandyBarnett.com,Traditional Country,http://www.cmt.com/artists/mandy-barnett/biography
 Marco Antonio Solís ,http://www.facebook.com/92162515296,http://www.twitter.com/marcoasolis,http://www.marcomusic.com/,World/International,http://www.mtv.com/artists/marco-antonio-solis/biography
 Mary Mary ,http://www.facebook.com/23042970052,http://www.twitter.com/therealmarymary,http://www.mary-mary.com/,R&B/Soul,http://www.mtv.com/artists/mary-mary/biography
 Menudo ,http://www.facebook.com/121802759762,http://www.twitter.com/menudomusic,,Latin,http://www.mtv.com/artists/menudo/biography
 Mika ,http://www.facebook.com/6006248039,http://www.twitter.com/mikasounds,,Rock,http://www.mtv.com/artists/mika-2/biography
 Newsboys ,http://www.facebook.com/33108412065,http://www.twitter.com/newsboys,http://www.newsboys.com,Christian & Gospel,http://www.mtv.com/artists/newsboys/biography
 Nicole Scherzinger ,http://www.facebook.com/20226877432,http://www.twitter.com/nicolescherzy,http://www.hernameisnicole.com/,Rock,http://www.mtv.com/artists/nicole-scherzinger/biography
 Pat Benatar ,http://www.facebook.com/48610806423,http://www.twitter.com/pbenatar,http://benatar.com/,Rock,http://www.mtv.com/artists/pat-benatar/biography
 Patrick Stump ,http://www.facebook.com/304367905023,http://www.twitter.com/patrickstump,,Rock,http://www.mtv.com/artists/patrick-stump/biography
 Paulina Rubio ,http://www.facebook.com/19021260521,http://www.twitter.com/paurubio,http://www.paulinarubio.com,Pop,http://www.mtv.com/artists/paulina-rubio/biography
 Ricky Skaggs ,http://www.facebook.com/168666989829284,http://www.twitter.com/rickyskaggs,,Country,http://www.cmt.com/artists/ricky-skaggs/biography
 Sammi Smith ,,,,Country,http://www.cmt.com/artists/sammi-smith/biography
